id,DEC_processed
307219000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process scallop mollusc family pectinidae live fresh chilled
307221000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process scallop mollusc family pectinidae frozen genus pecten chlamys placopecten
307229000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process scallop mollusc family pectinidae frozen
307291000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process scallop mollusc family pectinidae genus pecten chlamys placopecten
307299000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process scallop mollusc family pectinidae
307310000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process mussel mytilus spp perna spp mussel mytilus spp perna spp live fresh chilled
307320000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process mussel mytilus spp perna spp mussel mytilus spp perna spp frozen
307392000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process mussel mytilus spp perna spp dried
307399000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process mussel mytilus spp perna spp
307421010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid live fresh chilled sepia officinalis rossia macrosoma sepiola spp
307421090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid live fresh chilled
307422010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid live fresh chilled ommastrephes spp loligo spp nototodarus spp sepioteuthis spp
307422090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid live fresh chilled
307431010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid frozen sepia officinalis rossia macrosoma sepiola spp
307431090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid frozen
307432010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid frozen ommastrephes spp loligo spp nototodarus spp sepioteuthis spp
307432090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid frozen
307492010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid cuttle fish sepia officinalis rossia macrosoma sepiola spp squid ommastrephes spp loligo spp nototodarus spp sepioteuthis spp
307492090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid
307493010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid cuttle fish sepia officinalis rossia macrosoma sepiola spp squid ommastrephes spp loligo spp nototodarus spp sepioteuthis spp
307493090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid
307494010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid cuttle fish sepia officinalis rossia macrosoma sepiola spp squid ommastrephes spp loligo spp nototodarus spp sepioteuthis spp
307494090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process cuttle fish squid
307511000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp live fresh chilled poulp squid
307512000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp live fresh chilled webfoot octopus
307519000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp live fresh chilled
307521000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp frozen octopus
307522000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp frozen poulp squid
307523000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp frozen webfoot octopus
307529000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp frozen
307592000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp dried
307599000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process octopus octopus spp
307600000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process snail sea snail
307711000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae live fresh chilled hard clam
307712010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae live fresh chilled seed
307712090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae live fresh chilled
307713000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae live fresh chilled cockle
307714000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae live fresh chilled baby clam
307715000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae live fresh chilled butter clam
307719000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae live fresh chilled
307721000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae frozen cockle
307722000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae frozen hen clam
307723000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae frozen baby clam
307724000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae frozen ark shell
307725000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae frozen butter clam
307729000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae frozen
307792010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae hen clam
307792020,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae baby clam
307792090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae
307793010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae hen clam
307793020,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae baby clam
307793090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae
307794010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae cockle
307794090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process clam cockle ark shell family arcidae arcticidae cardiidae donacidae hiatellidae mactridae mesodesmatidae myidae semelidae solecurtidae solenidae tridacnidae veneridae
307810000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled abalone haliotis spp
307820000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled stromboid conch strombus spp
307830000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process frozen abalone haliotis spp
307840000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process frozen stromboid conch strombus spp
307871000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process abalone haliotis spp dried
307872000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process abalone haliotis spp salted brine
307873000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process abalone haliotis spp smoked
307881000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process stromboid conch strombus spp dried
307882000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process stromboid conch strombus spp salted brine
307883000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process stromboid conch strombus spp smoked
307911000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled top shell
307912010,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled seed
307912090,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled
307913000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled adductor muscle shell fish
307914000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled marsh clam
307919000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process live fresh chilled
307921000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process frozen adductor muscle shell fish
307922000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process frozen top shell
307929000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process frozen
307992100,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process adductor muscle shell fish
307992900,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process
307993000,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process salted brine
307994110,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process airtight container
307994120,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process airtight container
307994900,mollusc whether shell live fresh chilled frozen dried salted brine smoked mollusc whether shell whether cooked smoking process
308110000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea cucumber stichopus japonicus holothuroidea sea cucumber stichopus japonicus holothuroidea live fresh chilled
308120000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea cucumber stichopus japonicus holothuroidea sea cucumber stichopus japonicus holothuroidea frozen
308192000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea cucumber stichopus japonicus holothuroidea sea cucumber stichopus japonicus holothuroidea dried
308193000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea cucumber stichopus japonicus holothuroidea sea cucumber stichopus japonicus holothuroidea salted brine
308194000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea cucumber stichopus japonicus holothuroidea sea cucumber stichopus japonicus holothuroidea smoked
308210000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea urchin strongylocentrotus spp paracentrotus lividus loxechinus albus echinus esculentus sea urchin strongylocentrotus spp paracentrotus lividus loxechinus albus echinus esculentus live fresh chilled
308220000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea urchin strongylocentrotus spp paracentrotus lividus loxechinus albus echinus esculentus sea urchin strongylocentrotus spp paracentrotus lividus loxechinus albus echinus esculentus frozen
308292000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea urchin strongylocentrotus spp paracentrotus lividus loxechinus albus echinus esculentus dried
308293000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea urchin strongylocentrotus spp paracentrotus lividus loxechinus albus echinus esculentus salted brine
308294000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process sea urchin strongylocentrotus spp paracentrotus lividus loxechinus albus echinus esculentus smoked
308301000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process jellyfish rhopilema spp live fresh chilled
308302000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process jellyfish rhopilema spp frozen
308303000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process jellyfish rhopilema spp dried
308304000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process jellyfish rhopilema spp salted brine
308305000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process jellyfish rhopilema spp smoked
308901011,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process seed
308901019,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process
308901090,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process
308902010,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process seasquirts
308902090,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process
308903000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process dried
308904000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process salted brine
308905000,aquatic invertebrate crustacean mollusc live fresh chilled frozen dried salted brine smoked aquatic invertebrate crustacean mollusc whether cooked smoking process smoked
309100000,flour meal pellet fish crustacean mollusc aquatic invertebrate fit human consumption fish
309901000,flour meal pellet fish crustacean mollusc aquatic invertebrate fit human consumption crustacean
309902000,flour meal pellet fish crustacean mollusc aquatic invertebrate fit human consumption mollusc
309909000,flour meal pellet fish crustacean mollusc aquatic invertebrate fit human consumption
401100000,milk cream concentrated containing added sugar sweetening matter fat content weight exceeding
401200000,milk cream concentrated containing added sugar sweetening matter fat content weight exceeding exceeding
401401000,milk cream concentrated containing added sugar sweetening matter fat content weight exceeding exceeding frozen cream
401409000,milk cream concentrated containing added sugar sweetening matter fat content weight exceeding exceeding
401501000,milk cream concentrated containing added sugar sweetening matter fat content weight exceeding frozen cream
401509000,milk cream concentrated containing added sugar sweetening matter fat content weight exceeding
402101010,milk cream concentrated containing added sugar sweetening matter powder granule solid form fat content weight exceeding powder granule solid form fat content weight exceeding skim milk powder
402101090,milk cream concentrated containing added sugar sweetening matter powder granule solid form fat content weight exceeding powder granule solid form fat content weight exceeding
402109000,milk cream concentrated containing added sugar sweetening matter powder granule solid form fat content weight exceeding powder granule solid form fat content weight exceeding
402211000,milk cream concentrated containing added sugar sweetening matter powder granule solid form fat content weight exceeding containing added sugar sweetening matter whole milk powder
402219000,milk cream concentrated containing added sugar sweetening matter powder granule solid form fat content weight exceeding containing added sugar sweetening matter
402290000,milk cream concentrated containing added sugar sweetening matter powder granule solid form fat content weight exceeding powder granule solid form fat content weight exceeding
402911000,milk cream concentrated containing added sugar sweetening matter containing added sugar sweetening matter unsweetened evaporated milk
402919000,milk cream concentrated containing added sugar sweetening matter containing added sugar sweetening matter
402991000,milk cream concentrated containing added sugar sweetening matter sweetened evaporated milk
402999000,milk cream concentrated containing added sugar sweetening matter
403201000,yogurt buttermilk curdled milk cream kephir fermented acidified milk cream whether concentrated containing added sugar sweetening matter flavoured containing added fruit nut cocoa yogurt fluid
403202000,yogurt buttermilk curdled milk cream kephir fermented acidified milk cream whether concentrated containing added sugar sweetening matter flavoured containing added fruit nut cocoa yogurt frozen
403209000,yogurt buttermilk curdled milk cream kephir fermented acidified milk cream whether concentrated containing added sugar sweetening matter flavoured containing added fruit nut cocoa yogurt
403901000,yogurt buttermilk curdled milk cream kephir fermented acidified milk cream whether concentrated containing added sugar sweetening matter flavoured containing added fruit nut cocoa butter milk
403909000,yogurt buttermilk curdled milk cream kephir fermented acidified milk cream whether concentrated containing added sugar sweetening matter flavoured containing added fruit nut cocoa
404101011,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter feeding
404101019,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter
404101091,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter feeding
404101099,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter
404102111,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter feeding
404102119,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter
404102121,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter feeding
404102129,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter
404102131,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter feeding
404102139,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter
404102191,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter feeding
404102199,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter
404102910,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter feeding
404102990,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included whey modified whey whether concentrated containing added sugar sweetening matter
404901000,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included fat content weight exceeding
404902000,whey whether concentrated containing added sugar sweetening matter product consisting natural milk constituent whether containing added sugar sweetening matter elsewhere specified included fat content weight exceeding
405100000,butter fat oil derived milk dairy spread butter
405200000,butter fat oil derived milk dairy spread dairy spread
405900000,butter fat oil derived milk dairy spread
406101010,cheese curd fresh unripened uncured cheese including whey cheese curd mozzarella cheese
406101020,cheese curd fresh unripened uncured cheese including whey cheese curd cream cheese
406101090,cheese curd fresh unripened uncured cheese including whey cheese curd
406102000,cheese curd fresh unripened uncured cheese including whey cheese curd curd
406200000,cheese curd grated powdered cheese kind
406300000,cheese curd processed cheese grated powdered
406400000,cheese curd blueveined cheese cheese containing vein produced penicillium roqueforti
406901000,cheese curd cheese cheddar cheese
406902000,cheese curd cheese gouda cheese
406903000,cheese curd cheese camembert cheese
406904000,cheese curd cheese emmental cheese
406909000,cheese curd cheese
407110000,bird egg shell fresh preserved cooked fertilised egg incubation fertilised egg incubation fowl specie gallus domesticus
407190000,bird egg shell fresh preserved cooked fertilised egg incubation fertilised egg incubation
407210000,bird egg shell fresh preserved cooked fresh egg fresh egg fowl specie gallus domesticus
407290000,bird egg shell fresh preserved cooked fresh egg fresh egg
407900000,bird egg shell fresh preserved cooked
408110000,bird egg shell egg yolk fresh dried cooked steaming boiling water moulded frozen otherwise preserved whether containing added sugar sweetening matter egg yolk egg yolk dried
408190000,bird egg shell egg yolk fresh dried cooked steaming boiling water moulded frozen otherwise preserved whether containing added sugar sweetening matter egg yolk egg yolk
408910000,bird egg shell egg yolk fresh dried cooked steaming boiling water moulded frozen otherwise preserved whether containing added sugar sweetening matter dried
408991000,bird egg shell egg yolk fresh dried cooked steaming boiling water moulded frozen otherwise preserved whether containing added sugar sweetening matter fowl specie gallus domesticus
408999000,bird egg shell egg yolk fresh dried cooked steaming boiling water moulded frozen otherwise preserved whether containing added sugar sweetening matter
409000000,natural honey natural honey
410100000,insect edible product animal origin elsewhere specified included insect
410901000,insect edible product animal origin elsewhere specified included ediblenest swiftlet nest
410902000,insect edible product animal origin elsewhere specified included royal jelly
410909000,insect edible product animal origin elsewhere specified included
501000000,human hair unworked whether washed scoured waste human hair human hair unworked whether washed scoured waste human hair
502100000,pig hog boar bristle hair badger hair brush making hair waste bristle hair pig hog boar bristle hair waste thereof
502900000,pig hog boar bristle hair badger hair brush making hair waste bristle hair
504001010,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked bovine
504001021,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked sausage casing
504001029,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked
504001031,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked sausage casing
504001039,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked
504001090,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked
504002000,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked bladder
504003000,gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked gut bladder stomach animal fish whole piece thereof fresh chilled frozen salted brine dried smoked stomach
505100000,skin part bird feather feather part feather whether trimmed edge worked cleaned disinfected treated preservation powder waste feather part feather feather kind used stuffing
505901000,skin part bird feather feather part feather whether trimmed edge worked cleaned disinfected treated preservation powder waste feather part feather powder feather
505909000,skin part bird feather feather part feather whether trimmed edge worked cleaned disinfected treated preservation powder waste feather part feather
506100000,bone horncores unworked defatted simply prepared cut shape treated acid degelatinised powder waste product ossein bone treated acid
506901020,bone horncores unworked defatted simply prepared cut shape treated acid degelatinised powder waste product bovine animal
506901090,bone horncores unworked defatted simply prepared cut shape treated acid degelatinised powder waste product
506902000,bone horncores unworked defatted simply prepared cut shape treated acid degelatinised powder waste product powder bone
506909000,bone horncores unworked defatted simply prepared cut shape treated acid degelatinised powder waste product
507101000,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product ivory ivory powder waste ivory elephant
507109000,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product ivory ivory powder waste
507901110,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product whole
507901190,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product
507901200,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product antler
507902010,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product tortoise shell plate
507902020,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product whalebone whalebone hair
507902090,ivory tortoiseshell whalebone whalebone hair horn antler hoof nail claw beak unworked simply prepared cut shape powder wasted product
508001000,coral similar material unworked simply prepared otherwise worked shell mollusc crustacean echinoderm cuttlebone unworked simply prepared cut shape powder waste thereof waste coral
508002010,coral similar material unworked simply prepared otherwise worked shell mollusc crustacean echinoderm cuttlebone unworked simply prepared cut shape powder waste thereof waste mother pearl shell
